latitude,longitude,photon height,confidence code
-15.286827803657243,-75.1642526428693,194.88168,4
-15.286834244373015,-75.16425341415845,193.9343,4
-15.286834235358388,-75.16425335878058,194.39626,4
-15.286834255367458,-75.16425348169858,193.37088,4
-15.286840674088436,-75.1642541183341,193.54712,4
-15.286840671791653,-75.16425410422478,193.66483,4
-15.286840660928526,-75.16425403749157,194.22151,4
-15.286847100278148,-75.16425480133512,193.33694,4
-15.286847078514617,-75.16425466764018,194.45222,4
-15.286847080473695,-75.16425467967494,194.35182,4
-15.286853492134865,-75.16425527393183,194.88231,4
-15.286853523381188,-75.1642554658795,193.2811,4
-15.286853502657214,-75.16425533857112,194.3431,4
-15.286859921318456,-75.16425598213596,194.4618,4
-15.286866351648982,-75.16425669215133,194.02739,4
-15.286872779123856,-75.16425738519081,193.73494,4
-15.2868727685584,-75.16425732028739,194.27635,4
-15.286872763891681,-75.16425729161979,194.5155,4
-15.286879164972149,-75.16425782310647,195.57109,4
-15.286879182452205,-75.16425793048586,194.67534,4
-15.286879176001449,-75.16425789085905,195.0059,4
-15.286885603336824,-75.16425858423598,194.71138,4
-15.286886328838857,-75.16426299136266,157.95438,0
-15.286889050800884,-75.16424118387926,345.3289,0
-15.28689202704943,-75.16425925598548,194.59766,4
-15.286892014563607,-75.16425917928603,195.23747,4
-15.28689203159794,-75.16425928392667,194.36456,4
-15.286892026976686,-75.16425925553865,194.60138,4
-15.286892021181245,-75.16425921993769,194.89836,4
-15.286896857374382,-75.16425025193621,275.18503,0
-15.286898420488933,-75.16425974241726,196.0302,4
-15.28689844627539,-75.16425990082091,194.70882,4
-15.286904863735518,-75.164260535476,194.90527,4
-15.286904845901653,-75.16426042592467,195.81914,4
-15.286904852915212,-75.16426046900814,195.45975,4
-15.286904881518543,-75.16426064471501,193.994,4
-15.286904857903854,-75.1642604996528,195.2041,4
-15.286904872666765,-75.1642605903396,194.4476,4
-15.286911299789189,-75.1642612850353,194.14359,4
-15.28691770661622,-75.16426185576535,194.87405,4
-15.286924129674668,-75.1642625265434,194.77039,4
-15.286924124497542,-75.16426249474127,195.03568,4
-15.286924122041452,-75.16426247965394,195.16153,4
-15.28693053521369,-75.16426309083214,195.55536,4
-15.28693696342846,-75.16426379517705,195.17236,4
-15.286936980739206,-75.1642639015132,194.28532,4
-15.28693696046139,-75.16426377695103,195.3244,4
-15.286936961868308,-75.1642637855934,195.25232,4
-15.286943388337379,-75.16426447999724,194.95264,4
-15.286943356747612,-75.16426428594895,196.57138,4
-15.286949789696324,-75.16426502095712,195.93338,4
-15.28694979201576,-75.1642650352048,195.81453,4
-15.28694980015417,-75.16426508519692,195.39749,4
-15.286949800643779,-75.16426508820446,195.3724,4
-15.28695622065238,-75.16426575032285,195.34201,4
-15.286956214750793,-75.16426571407104,195.64442,4
-15.286969048809691,-75.16426698690594,196.01605,4
-15.286975469677015,-75.16426765109078,195.9704,4
-15.286975485671515,-75.16426774933957,195.15082,4
-15.286975465400317,-75.1642676248205,196.18954,4
-15.286975441801024,-75.16426748605672,197.34627,4
-15.286975469369509,-75.16426764920186,195.98616,4
-15.286981889389237,-75.16426830907302,195.97688,4
-15.28698185306053,-75.16426809211755,197.78587,4
-15.286981863530201,-75.16426815642896,197.24939,4
-15.286988299560564,-75.16426890935985,196.46506,4
-15.286988303491704,-75.16426893350734,196.26363,4
-15.286988289327603,-75.16426885270126,196.93686,4
-15.28699473205086,-75.16426965344955,195.75322,4
-15.286994705223732,-75.16426949485985,197.07532,4
-15.287001151293458,-75.16427031133188,195.76173,4
-15.287007557721752,-75.16427089146485,196.4192,4
-15.287013988215554,-75.16427163195642,195.73775,4
-15.28701395891913,-75.16427145820039,197.18637,4
-15.28701396137011,-75.16427147325564,197.06079,4
-15.287013971497137,-75.16427152926283,196.59442,4
-15.28701396065743,-75.16427146887797,197.0973,4
-15.28702679042374,-75.1642727379844,197.50632,4
-15.287026807319377,-75.16427283556747,196.69313,4
-15.287033213882953,-75.16427342675452,197.25916,4
-15.287044794382474,-75.1642671210943,260.8468,0
-15.28704604616366,-75.16427472331847,197.44072,4
-15.287046059191251,-75.16427480333977,196.7732,4
-15.287046064841446,-75.16427483184737,196.53622,4
-15.287046037021252,-75.16427466716172,197.90918,4
-15.287052455638882,-75.16427532360841,197.93369,4
-15.287058877269207,-75.1642760054329,197.74608,4
-15.287063327651996,-75.16426471655329,297.40073,0
-15.287065283506154,-75.16427659381719,198.33835,4
-15.28706530418043,-75.16427672080674,197.279,4
-15.287065873960907,-75.16428017723428,168.45177,0
-15.287068201291842,-75.16429431145737,50.57021,0
-15.287071690170613,-75.16427718595581,198.89972,4
-15.287071699223171,-75.16427724156,198.43587,4
-15.287071715451942,-75.1642773412432,197.60431,4
-15.2870716999873,-75.16427724625356,198.39671,4
-15.287084541131765,-75.16427861060457,198.01767,4
-15.287090949933672,-75.16427921934817,198.44174,4
-15.287090953278595,-75.16427923989373,198.27036,4
-15.287090953454772,-75.1642792409759,198.26132,4
-15.287094666050342,-75.1642634821297,335.19995,0
-15.287097368355022,-75.16427988836647,198.36342,4
-15.287097383041521,-75.16427997857542,197.6109,4
-15.287103785776496,-75.16428054667219,198.37569,4
-15.287103787547569,-75.16428055755061,198.28493,4
-15.287110185299499,-75.16428110164547,199.24959,4
-15.28711018384213,-75.1642810926939,199.32426,4
-15.287116576859596,-75.16428160932992,200.51834,4
-15.287116622967433,-75.16428189253578,198.15585,4
-15.287116613736785,-75.16428183583888,198.62881,4
-15.287117745516463,-75.16428870693723,141.32205,0
-15.287122990054359,-75.16428225692108,200.61958,4
-15.287123023961431,-75.16428246518635,198.88225,4
-15.287123024992383,-75.16428247151866,198.82942,4
-15.287123011783887,-75.16428239038896,199.5062,4
-15.287129422501518,-75.16428301825164,199.77325,4
-15.287129337583098,-75.16428250286232,204.07176,4
-15.287129418328538,-75.16428299262029,199.98708,4
-15.287135864826825,-75.16428384152984,198.41058,4
-15.287135852921907,-75.16428376840743,199.02057,4
-15.28714225230673,-75.16428432922503,199.84773,4
-15.287142248726532,-75.16428430723477,200.03117,4
-15.287142248623724,-75.16428430660332,200.03644,4
-15.287142229866076,-75.16428419139038,200.99754,4
-15.287142251204239,-75.16428432245331,199.90422,4
-15.287155070854753,-75.16428557626237,200.45723,4
-15.287161492346664,-75.16428627681117,200.12003,4
-15.287161486763027,-75.16428624251571,200.40611,4
-15.287161489789797,-75.1642862611065,200.25104,4
-15.287161491157645,-75.16428626950807,200.18095,4
-15.287167906015586,-75.16428693065113,200.17288,4
-15.287167882408,-75.16428679184855,201.32993,4
-15.28717429291498,-75.16428742762179,201.5339,4
-15.287174318327029,-75.16428757750721,200.28441,4
-15.287180710025702,-75.16428811109422,201.33958,4
-15.287180711009603,-75.16428811713743,201.28918,4
-15.287180736506402,-75.164288267543,200.03534,4
-15.28718713507084,-75.16428882693695,200.87814,4
-15.287193535061693,-75.16428940845321,201.53516,4
-15.287193528748178,-75.16428936967527,201.85864,4
-15.287193557802821,-75.16428954193258,200.42252,4
-15.287193542011199,-75.16428944493953,201.23163,4
-15.287199938831417,-75.16429000838463,202.03981,4
-15.287199971879524,-75.16429020516955,200.3991,4
-15.28719999046034,-75.16429031929373,199.44707,4
-15.28720637075193,-75.16429077643562,201.1433,4
-15.28720636199963,-75.16429072887674,201.53918,4
-15.287206356473698,-75.16429069493628,201.82231,4
-15.287206380877738,-75.16429083862862,200.62448,4
-15.287212789794296,-75.16429147301216,200.84259,4
-15.287212778541315,-75.16429141009412,201.36661,4
-15.287219209163627,-75.1642921788046,200.46461,4
-15.287219184388144,-75.16429203283155,201.68146,4
-15.287225609038005,-75.16429277207742,201.02486,4
-15.287232007868338,-75.16429335505377,201.67223,4
-15.28723201202096,-75.1642933805591,201.45946,4
-15.28724485063854,-75.16429478389433,200.77777,4
-15.287244830895274,-75.16429466883017,201.73679,4
-15.287251249364244,-75.16429537066938,201.39471,4
-15.28725122447079,-75.16429521777557,202.67015,4
-15.287257667357627,-75.1642960648903,201.11748,4
-15.287257636991225,-75.16429588458018,202.62076,4
-15.28726404731561,-75.16429653940754,202.67172,4
-15.287264080774314,-75.1642967387098,201.01,4
-15.287264046527456,-75.16429653456677,202.7121,4
-15.287270457570267,-75.16429719532685,202.71399,4
-15.287270442114155,-75.16429710039709,203.50589,4
-15.2872704512353,-75.16429715641817,203.03856,4
-15.28727686585931,-75.16429784070324,202.84464,4
-15.28728329396045,-75.16429860930177,201.9478,4
-15.287283270392678,-75.16429846455176,203.15529,4
-15.287283278828346,-75.16429851636245,202.72308,4
-15.28728967315618,-75.16429907868633,203.54745,4
-15.287296297352956,-75.1642997692242,203.40735,4
-15.287296310995965,-75.16429985301534,202.70836,4
-15.287296302671056,-75.16429980188632,203.13489,4
-15.287296306283976,-75.16429982407575,202.94978,4
-15.287296346859803,-75.16430006708228,200.92348,4
-15.287302705665937,-75.16430050296096,202.79591,4
-15.28730269719878,-75.16430045095841,203.22972,4
-15.287302704773845,-75.16430049748203,202.84163,4
-15.287302699435948,-75.16430046469836,203.1151,4
-15.287309095093155,-75.16430112232953,203.13896,4
-15.287309105325342,-75.16430118517239,202.61475,4
-15.287309100539002,-75.16430115577624,202.85995,4
-15.28730910812924,-75.16430120239305,202.47108,4
-15.287309088858137,-75.16430108403604,203.4584,4
-15.287315492879367,-75.16430180040408,202.9919,4
-15.287315424032501,-75.16430138376619,206.46661,4
-15.287321894466615,-75.16430249767195,202.68597,4
-15.287321920392758,-75.164302656902,201.35768,4
-15.287328260433108,-75.16430297776252,204.19214,4
-15.287328267100273,-75.16430301871009,203.85056,4
-15.287328327748998,-75.16430338499727,200.79585,4
-15.287329406998138,-75.16430993902442,146.13332,0
-15.28733467739497,-75.16430376688034,203.12167,4
-15.287334661487483,-75.1643036691817,203.93668,4
-15.287334639085708,-75.16430353159734,205.08438,4
-15.287341044000843,-75.16430425405655,204.5696,4
-15.28734108018362,-75.16430447627927,202.71584,4
-15.287341053498244,-75.16430431238646,204.08301,4
-15.287341065923371,-75.16430438869752,203.44643,4
-15.28734747588114,-75.16430514369101,202.66068,4
-15.287347432887591,-75.1643048796388,204.86337,4
-15.287347446644619,-75.16430496412994,204.15855,4
-15.287347450393348,-75.1643049871534,203.96649,4
-15.287353846428102,-75.1643056639436,203.83272,4
-15.287353831553666,-75.16430557258973,204.59479,4
-15.287353843150642,-75.16430564381453,204.00063,4
-15.287360233577344,-75.1643062819519,204.19054,4
-15.287360236892384,-75.16430630231179,204.0207,4
-15.287360236114692,-75.16430629753546,204.06055,4
-15.28736021586455,-75.16430617316585,205.09802,4
-15.287363824021474,-75.164289923385,346.14224,0
-15.2873659652195,-75.16430292516834,237.69963,4
-15.287366633159541,-75.16430697785239,203.89903,4
-15.287366816909893,-75.16430809399046,194.59,4
-15.287366587902195,-75.16430670609446,206.16518,4
-15.287366637817012,-75.16430700645701,203.66042,4
-15.287366651406181,-75.16430708991712,202.9642,4
-15.287367642102929,-75.16431310627179,152.78593,0
-15.287367609804319,-75.1643129079045,154.44067,0
-15.287368344065749,-75.1643173679116,117.243195,0
-15.287368859593508,-75.16432049692465,91.147095,0
-15.287369498072902,-75.16432437486762,58.80482,0
-15.287373009002398,-75.16430752947598,204.81151,4
-15.287373898164963,-75.16431292843833,159.78253,0
-15.287379448493278,-75.1643084735159,202.45091,4
-15.287379417264127,-75.16430828171697,204.05089,4
-15.28738567712563,-75.16430813642941,210.77612,4
-15.287385878532175,-75.16430935480781,200.61504,4
-15.287385799125301,-75.16430887331515,204.63077,4
-15.287385803452759,-75.16430889989294,204.40906,4
-15.287385788374435,-75.16430880728694,205.18156,4
-15.287392187560512,-75.16430950677818,204.86186,4
-15.28739216261802,-75.16430935978738,206.0872,4
-15.287392144122009,-75.16430924619111,207.0348,4
-15.287398564081599,-75.16431006854681,205.69145,4
-15.287404964727534,-75.16431077994879,205.27327,4
-15.287404949643124,-75.16431069350298,205.99355,4
-15.287405673388232,-75.16431508272231,169.38683,0
-15.287411332680646,-75.16431129821521,206.4658,4
-15.287411348800667,-75.16431139102137,205.69246,4
-15.287417668109885,-75.16431161197683,209.36559,4
-15.287417717334586,-75.16431191429832,206.84364,4
-15.28742405645645,-75.1643122521705,209.54274,4
-15.287424101173833,-75.16431252680952,207.25172,4
-15.287430484138039,-75.16431313536624,207.69325,4
-15.287436872203152,-75.16431377665852,207.86214,4
-15.287436909835767,-75.16431400778538,205.9341,4
-15.287443269172837,-75.16431449128582,207.41725,4
-15.287443294727007,-75.16431464823096,206.10802,4
-15.287443224912868,-75.16431421945603,209.68483,4
-15.287449706652108,-75.16431543264362,205.08475,4
-15.287449698083366,-75.16431538001729,205.52376,4
-15.287456074301982,-75.16431595889844,206.21378,4
-15.287456042609886,-75.16431576425622,207.83746,4
-15.28745605678724,-75.16431585132877,207.11111,4
-15.28746243770481,-75.16431645422972,207.60205,4
-15.287462432225597,-75.1643164205782,207.88277,4
-15.287462455635662,-75.16431656435505,206.6834,4
-15.287462426194196,-75.16431638353536,208.19177,4
-15.287468820023026,-75.1643170666535,208.01405,4
-15.287481607877217,-75.16431843893106,207.60947,4
-15.287481612854894,-75.1643184695023,207.35445,4
-15.287487997442536,-75.16431910024754,207.61491,4
-15.287487999697053,-75.16431911409406,207.49942,4
-15.287494383710884,-75.16431974260858,207.77895,4
-15.287494392938765,-75.16431979928319,207.30617,4
-15.28749446015645,-75.16432020591459,203.91493,4
-15.28750076349335,-75.16432034641551,208.26505,4
-15.287507205168263,-75.1643213254148,205.62262,4
-15.287507161647985,-75.16432106432495,207.79976,4
-15.287507132168582,-75.16432088327198,209.31009,4
-15.287507133901656,-75.16432089391596,209.2213,4
-15.287513480787162,-75.1643213043978,211.32018,4
-15.287513556526795,-75.16432176336873,207.49231,4
-15.287513551777604,-75.1643217342007,207.73564,4
-15.287513540804015,-75.16432166680444,208.29785,4
-15.287519906556241,-75.16432218820167,209.47276,4
-15.287526254250407,-75.16432260611543,211.51054,4
-15.287526311465347,-75.16432295131389,208.63177,4
-15.287526301884855,-75.16432289247355,209.12262,4
-15.287526294100084,-75.16432284466198,209.52145,4
-15.287532682886676,-75.16432350996705,209.49683,4
-15.287539065824769,-75.16432414055073,209.76228,4
-15.287539068116816,-75.16432415462776,209.64485,4
-15.287539064330616,-75.16432413137413,209.83884,4
-15.287539089443655,-75.1643242856106,208.55222,4
-15.287539117603396,-75.16432445855902,207.10948,4
-15.287551820522737,-75.16432534280143,210.78522,4
-15.287551846261989,-75.16432549468647,209.51906,4
-15.287551797314318,-75.16432520026238,211.97427,4
-15.28755179499898,-75.16432518604225,212.0929,4
-15.28755180656505,-75.16432525707758,211.50032,4
-15.287551953087936,-75.1643261445814,204.09854,4
-15.287551899870797,-75.16432582393544,206.77249,4
-15.287558225154847,-75.16432610393623,209.96385,4
-15.287558211558984,-75.16432602663214,210.60788,4
-15.28755824294731,-75.16432621321218,209.05229,4
-15.28757099735667,-75.16432741438632,210.08778,4
-15.287577367345582,-75.16432798427695,210.86064,4
-15.28757736538601,-75.16432797224182,210.96103,4
-15.287577385842404,-75.1643280916814,209.96552,4
-15.287590101370819,-75.16432906689148,212.88791,4
-15.287596513196583,-75.1643298850397,211.59285,4
-15.287596454883692,-75.16432952689814,214.58043,4
-15.287596494943745,-75.16432977293586,212.528,4
-15.287596498638782,-75.16432979562977,212.3387,4
-15.287596490052593,-75.16432974289575,212.7786,4
-15.287602839455202,-75.16433017871277,214.67337,4
-15.287602857334385,-75.16433028852181,213.75735,4
-15.287602852318093,-75.16433025771309,214.01436,4
-15.287609288519764,-75.16433122766607,211.45387,4
-15.287609327381727,-75.16433146014813,209.51538,4
-15.287609316041788,-75.16433139050125,210.09636,4
-15.287615643891655,-75.16433170220922,213.02652,4
-15.287615624460985,-75.1643315828712,214.02202,4
-15.287615679843007,-75.1643319230129,211.18459,4
-15.287615644033854,-75.16433170308257,213.01923,4
-15.287615648609984,-75.16433173118797,212.78477,4
-15.2876156718873,-75.16433187415109,211.5922,4
-15.287615660329614,-75.16433180316682,212.18434,4
-15.28761563773662,-75.16433166440659,213.34186,4
-15.287621984037157,-75.16433209044314,215.31876,4
-15.287628390043638,-75.16433287177746,214.33392,4
-15.287634785399463,-75.16433359487573,213.83452,4
-15.287634803126766,-75.16433370375236,212.92628,4
-15.287634790218393,-75.16433362447235,213.58763,4
-15.287641238609574,-75.16433467426548,210.36342,4
-15.287641209397778,-75.16433449485383,211.86005,4
-15.28764754551013,-75.16433485559297,214.38437,4
-15.287660289469123,-75.16433603894752,215.57887,4
-15.28766032149181,-75.16433622942564,213.99075,4
-15.287660263644504,-75.16433588033871,216.90196,4
-15.287660318406715,-75.16433621047771,214.14882,4
-15.287666693847312,-75.16433682167566,214.58434,4
-15.287673074932613,-75.16433746268532,214.77245,4
-15.287673074767437,-75.16433746167088,214.7809,4
-15.287673080655766,-75.16433749783569,214.47922,4
-15.287679450021875,-75.16433807393871,215.20839,4
-15.287679427549442,-75.16433793591791,216.35974,4
-15.287679447979704,-75.16433806139612,215.31302,4
-15.287679435334457,-75.1643379837318,215.96088,4
-15.287685858695959,-75.16433887992416,214.02203,4
-15.287685838008562,-75.16433875906431,215.02939,4
-15.287685854572539,-75.164338854599,214.23329,4
-15.28768588760357,-75.1643390574686,212.54097,4
-15.287692245868376,-75.16433956088999,213.87819,4
-15.287698573747813,-75.16433987896971,216.76195,4
-15.287698616458973,-75.16434013509534,214.62622,4
-15.287698597797343,-75.16434002667708,215.5298,4
-15.287704985454091,-75.16434071799661,215.29967,4
-15.287704961932185,-75.16434057352963,216.50479,4
-15.287711339540724,-75.16434119818504,216.83205,4
-15.287711351804191,-75.16434127350495,216.20374,4
-15.28771132508857,-75.16434110942264,217.5725,4
-15.287717746119284,-75.16434200154727,215.669,4
-15.28771772936238,-75.16434189862942,216.52754,4
-15.28771771655212,-75.16434181995115,217.18387,4
-15.287724079657174,-75.16434235706926,218.24225,4
-15.287724125956254,-75.16434264143005,215.87015,4
-15.28773049727829,-75.16434322976203,216.50175,4
-15.28773046843301,-75.16434305259925,217.97963,4
-15.287730478174304,-75.16434311242861,217.48055,4
-15.287736855886882,-75.16434374074066,217.7791,4
-15.287743145051888,-75.16434383211997,222.5563,4
-15.287743237517068,-75.16434439382876,217.87143,4
-15.287743173170888,-75.16434400482241,221.11563,4
-15.28774321738726,-75.16434427019466,218.90277,4
-15.287743235130867,-75.16434437917307,217.99368,4
-15.287743221546283,-75.1643442957387,218.68968,4
-15.287749652368356,-75.16434525165454,216.2563,4
-15.28774961602579,-75.16434502844399,218.1183,4
-15.287749622480707,-75.16434506808912,217.78758,4
-15.287749619829135,-75.16434505180358,217.92343,4
-15.287756019606832,-75.16434581773248,217.07535,4
-15.287762353232974,-75.16434618423244,219.55887,4
-15.28776231308477,-75.16434593764774,221.61584,4
-15.287762430382347,-75.16434665187543,215.65868,4
-15.28776236773112,-75.16434626708028,218.86859,4
-15.287762376268972,-75.16434631951856,218.43115,4
-15.28776877920687,-75.16434710617462,217.41106,4
-15.287768702180177,-75.16434663928459,221.30496,4
-15.287775131437561,-75.16434758202821,218.98409,4
-15.287775115209206,-75.16434748855347,219.763,4
-15.287781437691754,-75.16434778231549,222.85545,4
-15.28778136749315,-75.16434735736169,226.39954,4
-15.287781433046897,-75.16434775378733,223.09343,4
-15.287781455781978,-75.1643478934235,221.9286,4
-15.287781528470717,-75.1643483336714,218.25694,4
-15.28778786764693,-75.16434873676398,220.43698,4
-15.287787855155909,-75.16434866004552,221.07695,4
-15.287794237640892,-75.16434932352392,221.08615,4
-15.287794206785419,-75.16434913401282,222.66704,4
-15.287800624065174,-75.16435001750942,220.84048,4
-15.287807022936894,-75.16435078275762,220.0016,4
-15.287807002411668,-75.16435065669351,221.05322,4
-15.287806991498519,-75.16435058966596,221.61235,4
-15.28780704622415,-75.16435091958805,218.86102,4
-15.287813360819964,-75.16435117395666,222.28345,4
-15.287813357511661,-75.16435115363737,222.45294,4
-15.287813379709329,-75.16435128997354,221.31564,4
-15.287813380571455,-75.16435129526872,221.27147,4
-15.28781339249212,-75.16435136848442,220.66072,4
-15.287813358053667,-75.16435115696628,222.42519,4
-15.287813397014679,-75.16435139626161,220.429,4
-15.287813319018527,-75.16435092341358,224.3726,4
-15.287819740600922,-75.16435182301026,222.41472,4
-15.287819780669967,-75.16435206911126,220.36177,4
-15.287826099671687,-75.16435233921003,223.65556,4
-15.287826145350708,-75.16435261976734,221.31519,4
-15.287826083265958,-75.16435224464507,224.44357,4
-15.287826165259549,-75.16435274204603,220.29515,4
-15.28783240543889,-75.16435254086818,227.519,4
